city,state,country,product_type,event_id,recalling_firm,address_1,product_description,reason_for_recall 
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott Similac Pro-Total Comfort Infant Formula with Iron 20.1oz. and 22.5oz. plastic jar. 4 jars per case. 34oz. plastic jar. 6 jars per case. 7oz. can. 6 cans per case.    Item numbers:  66798  66939  67925  68107    Retail UPCs:   070074667997  070074669403  070074679266  070074681085,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Caesar Bacon"" (salad product) packed in 9.9oz., 10.3oz., and 14.6oz. packages",potential to be contaminated with Listeria monocytogenes
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Ahold 8oz Italian House Blend  Product UPC 688267011627  Lidl 9oz Italian Blend  Product UPC 20737733  Little Salad Bar 9oz Italian Blend  Product UPC 4099100083194,Potential Listeria monocytogenes
Lynnwood,WA,United States,Food,89219,Power Selles Imports dba Culinary Collective,12407 Mukilteo Speedway Bldg B Ste 245,"ZOCALO AJI LIMO DRIED CHILI PODS- ORGANIC, Dried Aji Peppers for consumer consumption.  Product is vacuum sealed in plastic bag. Net weight per bag 1.25 oz (35 g), 6 bags per case. Product of Peru. UPC 8 32924 00879 0.  The product label is read in parts: ""***ZOCALO gourmet *** ORGANIC AJI LIMO ***The Aji limo chili is a spicy yet sweet traditional Peruvian ingredient often used a based with sautee onions, garlic and herbs ***PRODUCT OF PERU *** Produced by: AgroExport Topara SAC, Chincha, Peru ***Culinary Collective  Company Lynnwood, WA.",Due to presence of mold on product
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Lettuce Trio"" (salad product) packed in 9oz. packages",potential to be contaminated with Listeria monocytogenes
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,"Abbott Similac Alimentum with 2'-FL HMO, Abbott Similac Alimentum HMO, Abbott Alimentum HMO, Abbott Similac Alimentum infant formula, Abbott Similac Alimentum 400g can. 6 cans per case.      Item numbers:  6749111  6749117  6749118  6749124  6749134  6749166  6749181  6749199    Retail UPCs:   070074124476  070074124438  0070074124490  070074124414  7703186029294  7501033958175  0070074122427  070074122441",Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 13.6oz Sesame Asian Chopped Kit  Product UPC 071430000359  Lidl 12oz Sesame Asian Chopped Kit  Product UPC 4056489210450  Little Salad Bar 12oz Chopped Asian Kit  Product UPC 4099100086973,Potential Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Live Sympl WAKE Blueberry Lemonade Blueberry Lemonade 19oz Jar & Sample pouches  UPC CODE 7 28614 78355 2,During an FDA investigation the firm was notified that the product contains undeclared milk.
Leavenworth,WA,United States,Food,89251,"Bosket Bread Company, LLC",10171 Chumstick Hwy,"Rosemary Bread, Bosket Bread brand.  The Net weight of the products range from 1-1.5 lbs. No UPC.    Product is packaged in food grade plastic bag with the black Bosket Bread logo sticker on the front,  but without the ingredients statement affixed on a package.","Undeclared Wheat, Milk, Egg, Soy, or Sesame on retail packaged bread products due to no ingredient statements."
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Ahold 5oz Arugula  Product UPC 688267011559  Dole 5oz Arugula  Product UPC 071430010723  Kroger 5oz Organic Baby Arugula Clamshell  Product UPC 111110911506  Lidl 5oz Baby Arugula  Product UPC 4056489210535  Marketside 5oz Organic Arugula Clamshell  Product UPC 681131221733  Naturally Better 5oz Organic Arugula Clamshell  Product UPC 607880203394,Potential Listeria monocytogenes
Millersburg,OH,United States,Food,89752,Stutzman Farms,6197 Township Road 605,Stutzman Farms Sprouted Einkorn Grate Nuts sold in .75lb and 3lb bags,Undeclared Allergen - Wheat
Mobile,AL,United States,Food,89724,Tony's Tejas Salsa,10 Springdale Blvd,Port City Soups  Baton Rouge Beans  32oz glass mason jar  sold by individual unit,Production Process not approved for acidified foods.
Caledonia,MN,United States,Food,89237,"Sno Pac Foods, Inc",521 Enterprise Dr,"Trader Joe's Soycutash, Item # 99319.  A mix of Sweet Corn, Shelled Edamame, and Red Bell Peppers.  Net Wt. 16 oz.  (1 lb.) 454g.  Keep Frozen.  UPC 0099-3197.  Dist & Sold Exclusively By:  Trader Joe's Monrovia, CA  91016",Soycutash Edamame may be contaminated with Listeria monocytogenes.
Millersburg,OH,United States,Food,89752,Stutzman Farms,6197 Township Road 605,Stutzman Farms Organic All Purpose Einkorn Flour sold in bulk,Undeclared Allergen - Wheat
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,"Abbott EleCare Amino Acid-Based Powder Infant Formula with Iron 14.1oz. can, Abbott Elecare 400g. can, Abbott Elecare Unflavored 14.1oz. can.  6 cans per case.     Item numbers:  55251  5525157  5525189    Retail UPCs:   070074535111  070074116297  070074119854",Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Beaverton,OR,United States,Food,89287,Aroma Meats LLC,11300 NW Evergreen Suite B,"Fresh Banana Pickle is packaged in clear plastic pouch, net wt. 500 gm (1/2 KG). No UPC. Product is imported from Jampani SRT 252, Opp to Tata Motors, Sanath Nagar, Hyderabad, 500018, India.  The label is read in parts: ""***BANANA PICKLE ***Jampani Pickles ***SRT 252, Opp to Tata Motors, Sanath Nagar, Hyderabad, 500018***"".",Product was from unapproved source.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 24oz Value Size Garden Salad  UPC:0-71430-01136-2  SKU: 2109,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Merrillville,IN,United States,Food,89761,"Albanese Confectionery Group, Inc.",5441 E Lincoln Hwy,Albanese Dark Chocolate Espresso Bean  packaged into 9oz plastic tubs  12 tubs per case,Undeclared Allergen - Peanut
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Chopped Sunflower"" (salad product) packed in 11.1oz. and 11.3oz. packages",potential to be contaminated with Listeria monocytogenes
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Organic Baby Spinach & Baby Kale Mix"" (salad product) packed in 5oz. packages",potential to be contaminated with Listeria monocytogenes
Iron Ridge,WI,United States,Food,89683,"PS Seasoning & Spices, Inc.",216 W Pleasant St,"Honey BBQ Snack, NO MSG Seasoning packaged in the following sizes:   1.  685-A,   Net Wt 21 lbs. (9.52kg).  Part #020001456.   2.  685-B,  Net Wt 5.25 lbs. (2.38kg).  Part #020001457.   Ingredients:  Sugar, Salt, Dried Honey, Spices, Brown Sugar, Onion and Garlic Powder, Dextrose, Natural Smoke Flavor, Dried Molasses, Natural Flavors, Caramel Color.",Undeclared wheat.
Leavenworth,WA,United States,Food,89251,"Bosket Bread Company, LLC",10171 Chumstick Hwy,"Sourdough Bread, Bosket Bread brand.  The Net weight of the products range from 1-1.5 lbs. No UPC.    Product is packaged in food grade plastic bag with the black Bosket Bread logo sticker on the front,  but without the ingredients statement affixed on a package.","Undeclared Wheat, Milk, Egg, Soy, or Sesame on retail packaged bread products due to no ingredient statements."
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 12 oz Classic Iceberg Salad  UPC: 6-81131-32894-4  SKU: 3107,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Roseburg,OR,United States,Food,89271,Local Fixe LLC,2141 Ne Airport Rd Ste 2,"Soup Noodles are raw pasta cut into assorted rectangle shapes and sold frozen.  Product is packaged in clear half quart plastic Ziploc style bags and then wrapped in brown freezer paper. The weight per package is 8 oz/227 grams.   The ingredients are read in parts: ""***Soup Noodles ***Ingredients: Flour, Egg, Sourdough starter ***www.localfixe.com***""..",Flour is declared but Wheat is not declared on label.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 1lb Shredded Lettuce   UPC: 6-81131-53209-9  SKU: 3118,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Evolved Gym Evolved Watermelon Slushie 44oz Jar UPC CODE 0 74647 77465 07,During an FDA investigation the firm was notified that the product contains undeclared milk.
Abbott Park,IL,United States,Food,89629,Abbott Laboratories,100 Abbott Park Rd Bldg Ap8b,Abbott EleCare Junior Vanilla 14.1oz. can and Abbott EleCare Jr Similac Vanilla 14.1oz. can.  6 cans per case.     Item numbers:  56585  5658557    Retail UPCs:   070074565866  070074116723,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced
Chicago,IL,United States,Food,89679,"Chicago Sweet Connections, Inc.",5569 W. Northwest Highway,Chicago Sweet Connections: Coffee Cake - Cheese Flavor packaged in an aluminum rectangular tray with plastic dome lid Single pack - 6 servings,"Undeclared Allergens - Egg, Milk, and Wheat"
Millersburg,OH,United States,Food,89752,Stutzman Farms,6197 Township Road 605,Stutzman Farms Sprouted Einkorn Crackers sold in .30lb and 1lb bags,Undeclared Allergen - Wheat
Millersburg,OH,United States,Food,89752,Stutzman Farms,6197 Township Road 605,Stutzman Farms Organic All Purpose Flour sold in bulk,Undeclared Allergen - Wheat
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Ahold 6oz Baby Spinach Bag  Product UPC 688267010965  Kroger 10oz Baby Spinach Clamshell  Product UPC 011110910509  Kroger 1lb Organic Baby Spinach Clamshell  Product UPC 111110911513  Kroger 5oz Organic Baby Spinach Clamshell  Product UPC 111110911285  Kroger 6oz Baby Spinach Clamshell  Product UPC 011110910493  Dole 5.5oz Baby Spinach  Product UPC 071430009642  Lidl 11oz Baby Spinach Clamshell  Product UPC 4056489503552  Lidl 16oz Baby Spinach Clamshell  Product UPC 4056489210542  Lidl 6oz Baby Spinach  Product UPC 20737696  Dole 10oz Baby Spinach Clamshell  Product UPC 071430000168  Marketside 11oz Baby Spinach Clamshell  Product UPC 681131090254  Marketside 16oz Organic Baby Spinach Clamshell  Product UPC 681131085731  Marketside 5oz Organic Baby Spinach Clamshell  Product UPC 681131328982  Marketside 6oz Baby Spinach  Product UPC 681131027908  Naturally Better 16oz Organic Baby Spinach Clamshell  Product UPC 607880203417  Naturally Better 5oz Organic Baby Spinach Clamshell  Product UPC 607880203370  Natures Promise 10oz Organic Baby Spinach Clamshell  Product UPC 688267548864  Simply Nature 5oz Organic Baby Spinach Clamshell  Product UPC 4099100088564,Potential Listeria monocytogenes
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Little Salad Bar 12 oz Garden Salad  UPC: 4099100082982  SKU: 3210,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Ahold 5oz 50/50 Spinach & Spring Mix  Product UPC 688267176524  Dole 5oz 50/50 Spinach & Spring Mix Blend  Product UPC 071430010976  Lidl 11oz 50/50Baby Spinach/Spring Mix Blend Clamshell  Product UPC 4056489503576  Dole 10oz 50/50 Spinach & Spring Mix Blend Clamshell  Product UPC 071430010983  Marketside 11oz 50-50 Spinach & Spring Mix Blend Clamshell  Product UPC 681131355018  Marketside 16oz Organic 50-50 Spinach & Spring Mix Clamshell  Product UPC 681131354783  Marketside 5.5oz Organic 50-50 Spinach & Spring Mix Clamshell  Product UPC 681131354790  Naturally Better 16oz Organic 50-50 Spinach & Spring Mix Clamshell  Product UPC 607880203431  Naturally Better 5oz Organic 50-50 Spinach & Spring Mix Clamshell  Product UPC 607880203363  Natures Promise 5oz Organic 50-50 Spinach & Spring Mix Clamshell  Product UPC 688267154560,Potential Listeria monocytogenes
Petaluma,CA,United States,Food,89444,Amys Kitchen Inc,1650 Corporate Cir,"Amy's Vegan Organic Rice Mac & Cheese; frozen; 8 oz. (227 g) individually packaged serving; in trays with plastic overwrap, inside preprinted cardboard boxes; UPC 04227200432; Amy's Kitchen, Inc., P.O.Box 7129, Petaluma, CA 94955 8 or 12 retail units per case; Organic Gluten Free Dairy Free Rice Mac & Cheeze,12Pk, Item # 000043;Organic Gluten Free Dairy Free Rice Mac & Cheeze,8Pk, Item # 001241",Firm investigation detected trace amounts of milk through finished product testing.
Monterey,CA,United States,Food,89381,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Dole 16 oz  Shredded Lettuce  UPC: 0-71430-84616-2  SKU: 157  2029	Dole 8 oz  Shredded Lettuce	  UPC: 0-71430-01065-5  SKU 2029,Harvest equipment used in harvesting raw iceberg lettuce was tested by  Dole and found to contain Listeria monocytogenes.
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Creed Wellness Vital Greens Pineapple Orange 55oz Jar UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Millersburg,OH,United States,Food,89752,Stutzman Farms,6197 Township Road 605,Stutzman Farms Sourdough Einkorn Pretzels sold in 4oz and 8oz bags,Undeclared Allergen - Wheat
Monterey,CA,United States,Food,89284,Dole Fresh Vegetables Inc,2959 Salinas Hwy,Marketside 13.8oz Sunflower Bacon Kit  Product UPC 681131305143  Marketside 22.2oz Family Sunflower Bacon Chopped Kit  Product UPC 681131377348,Potential Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Liquid Luck Liquid Lucky Kiwi Lime Sample NO UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
Chicago,IL,United States,Food,89506,CONAGRA BRANDS,222 Merchandise Mart Plz,Wishbone Thousand Island Dressing 15oz. bottle UPC 0-41321-00645-6 and 24 oz. bottle UPC 0-41321-00731-6; six bottles per case,Undeclared eggs
Leavenworth,WA,United States,Food,89251,"Bosket Bread Company, LLC",10171 Chumstick Hwy,"8 Grain Bread, Bosket Bread brand.  The Net weight of the products range from 1-1.5 lbs. No UPC.    Product is packaged in food grade plastic bag with the black Bosket Bread logo sticker on the front,  but without the ingredients statement affixed on a package.","Undeclared Wheat, Milk, Egg, Soy, or Sesame on retail packaged bread products due to no ingredient statements."
Streamwood,IL,United States,Food,89269,Fresh Express Inc (Div of Chiquita Brands),1109 E Lake St,"""Chopped Asian"" (salad product) packed in 12oz., 12.3oz., and 13.6oz. packages",potential to be contaminated with Listeria monocytogenes
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Unlocked Supplements Sana Capsules 90ct Bottle UPC CODE 6 79360 63826 2,During an FDA investigation the firm was notified that the product contains undeclared milk.
Hicksville,NY,United States,Food,89480,"Quesos La Ricura, Ltd.",225 Park Ave,"Quesos La Ricura Mi Ranchito Fresh Cheese with Hot Peppers, 14. 0z.",May contain elevated levels of coliform
Norcross,GA,United States,Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,Muscles and Mascara Tight and Tone Capsules 90ct Bottle UPC CODE,During an FDA investigation the firm was notified that the product contains undeclared milk.
